GEOID,zip_code,filedEviction,medianIncome,state,county,tract,incomeLevel,Single-family homes,Small multi-unit buildings (2-4 units),Larger apartment complexes (5+ units),"Mobile homes, boats, RVs, etc.",majorHouseType,lowBurdan,moderateBurdan,costBurdan,highBurdan,burden,OwnerOccupied,RenterOccupied,LiveType,White Alone,Black Alone,Hispanic or Latino,American Indian or Alaska Native Alone,Asian Alone,Native Hawaiian or Pacific Islander Alone,Some other race,"Mixed race (exluding ""Some other race"")",Majority,medianIncome_scaled,filedEviction_scaled,cluster
04013082028,85037,56,66151,04,013,082028,Moderate,0.5586466165413534,0.0,0.0,0.0,Single-family homes,0.15843270868824533,0.28109028960817717,0.27938671209540034,0.28109028960817717,moderateBurdan,0.4855089265012752,0.5144910734987248,RenterOccupied,0.4386005560704356,0.054448563484708064,0.7761816496756255,0.030352177942539388,0.0025486561631139944,0.005097312326227989,0.15755329008341057,0.2968025949953661,Hispanic or Latino,-0.5658648848816287,0.35286703073442516,1
04013082204,85350,1,97719,04,013,082204,High,0.6446469248291572,0.0,0.0,0.021070615034168565,Single-family homes,0.10902896081771721,0.4463373083475298,0.2776831345826235,0.054514480408858604,moderateBurdan,0.65009065009065,0.3499093499093499,OwnerOccupied,0.3566714119321858,0.1080626375048531,0.674259091497347,0.01617704154264268,0.02135369483628834,0.0,0.15309952115957035,0.27578620421897243,Hispanic or Latino,0.32362378684255433,-0.5495012230756825,4
04013082204,85353,32,97719,04,013,082204,High,0.6446469248291572,0.0,0.0,0.021070615034168565,Single-family homes,0.10902896081771721,0.4463373083475298,0.2776831345826235,0.054514480408858604,moderateBurdan,0.65009065009065,0.3499093499093499,OwnerOccupied,0.3566714119321858,0.1080626375048531,0.674259091497347,0.01617704154264268,0.02135369483628834,0.0,0.15309952115957035,0.27578620421897243,Hispanic or Latino,0.32362378684255433,-0.0408936618372582,4
04013082205,85353,42,88809,04,013,082205,High,0.7396862289366647,0.004067402672864613,0.0,0.0,Single-family homes,0.049886621315192746,0.23809523809523808,0.2562358276643991,0.4557823129251701,highBurdan,0.7591763652641003,0.24082363473589974,OwnerOccupied,0.3400477469412116,0.12861832288868993,0.6939719486720382,0.026708445240226798,0.018651148910772904,0.0,0.13906296627872278,0.3264697105341689,Hispanic or Latino,0.07256752527823379,0.1231732934009432,1
04013082206,85353,54,106375,04,013,082206,High,0.8326693227091634,0.0,0.0,0.0,Single-family homes,0.0,0.3630952380952381,0.5595238095238095,0.07738095238095238,costBurdan,0.7887871853546911,0.21121281464530892,OwnerOccupied,0.22753258632517723,0.12257031785959295,0.7246741367482278,0.0,0.005030871255431054,0.0,0.13126000457351933,0.4648982391950606,Hispanic or Latino,0.5675231134531894,0.32005363968678485,1
04013082207,85353,9,118255,04,013,082207,Very High,0.7672316384180791,0.0,0.0,0.09265536723163842,Single-family homes,0.1774193548387097,0.25,0.20161290322580644,0.2903225806451613,highBurdan,0.8690443778927307,0.13095562210726927,OwnerOccupied,0.47263817043288864,0.04628369180506398,0.6820038115981486,0.005989654233596515,0.019602504764497687,0.0,0.1407568744895181,0.290498230329431,Hispanic or Latino,0.90226479553895,-0.4182476588851214,0
04013082208,85323,2,74847,04,013,082208,Moderate,0.84400826446281,0.01652892561983471,0.006198347107438017,0.04338842975206612,Single-family homes,0.16091954022988506,0.5172413793103449,0.08045977011494253,0.11494252873563218,moderateBurdan,0.9180915609487038,0.08190843905129619,OwnerOccupied,0.3723110865968009,0.06232763375620518,0.7567567567567568,0.05157198014340871,0.009928295642581356,0.0,0.28047435190292336,0.2021511307225593,Hispanic or Latino,-0.3208384819003344,-0.5330945275518624,3
04013082209,85323,5,44595,04,013,082209,Low,0.6545064377682404,0.0,0.0,0.0,Single-family homes,0.22981366459627328,0.09937888198757763,0.32919254658385094,0.3416149068322981,highBurdan,0.6369337979094076,0.3630662020905923,OwnerOccupied,0.3289198606271777,0.05679442508710801,0.886411149825784,0.0,0.0,0.0,0.23937282229965157,0.3749128919860627,Hispanic or Latino,-1.1732463410298322,-0.48387444098040194,5
04013082210,85323,37,82355,04,013,082210,Moderate,0.5536105032822757,0.0,0.0,0.028446389496717725,Single-family homes,0.1169284467713787,0.22338568935427575,0.4432809773123909,0.2164048865619546,costBurdan,0.532591725214676,0.467408274785324,OwnerOccupied,0.35753317720530836,0.14597970335675253,0.603239656518345,0.019320843091334895,0.00741608118657299,0.0,0.15339578454332553,0.2972287275565964,Hispanic or Latino,-0.10928624712761634,0.0411398157818425,1
04013082211,85323,31,107083,04,013,082211,High,0.8390455531453362,0.0,0.0,0.0,Single-family homes,0.026954177897574125,0.25067385444743934,0.49056603773584906,0.20485175202156333,costBurdan,0.8526852312282447,0.14731476877175534,OwnerOccupied,0.2725353861435312,0.12850757387633474,0.6429103551030544,0.005090638192202632,0.025453190961013162,0.0038490191209336975,0.12999751676185747,0.40700273156195677,Hispanic or Latino,0.5874723652138559,-0.05730035736107834,4
04013082212,85353,38,105372,04,013,082212,High,0.6082238720731011,0.0,0.0,0.0,Single-family homes,0.07434402332361516,0.40233236151603496,0.5043731778425656,0.007288629737609329,costBurdan,0.60052754982415,0.3994724501758499,OwnerOccupied,0.37749120750293086,0.03604923798358734,0.7945486518171161,0.01817116060961313,0.023153575615474795,0.0,0.24912075029308323,0.26069753810082064,Hispanic or Latino,0.5392616734589117,0.057546511305662636,4
04013082213,85353,18,108438,04,013,082213,High,0.8191780821917808,0.0,0.0,0.0,Single-family homes,0.0,0.503030303030303,0.09696969696969697,0.31212121212121213,moderateBurdan,0.8067781690140845,0.1932218309859155,OwnerOccupied,0.4075975359342916,0.0830155470812555,0.6790847755940158,0.0038134350249339984,0.004400117336462305,0.0,0.2915811088295688,0.15679084775594015,Hispanic or Latino,0.6256520772699339,-0.27058739917074015,4
04013083000,85323,1,55015,04,013,083000,Low,0.5155893536121673,0.0,0.0,0.0,Single-family homes,0.14050235478806908,0.12166405023547881,0.1271585557299843,0.5094191522762951,highBurdan,0.5032489976496612,0.4967510023503387,OwnerOccupied,0.3188165353242085,0.06567122908889811,0.7857044103414904,0.04230609705516383,0.0,0.0,0.17295727913728742,0.37798976911378407,Hispanic or Latino,-0.8796429464731296,-0.5495012230756825,5
04013083000,85353,182,55015,04,013,083000,Low,0.5155893536121673,0.0,0.0,0.0,Single-family homes,0.14050235478806908,0.12166405023547881,0.1271585557299843,0.5094191522762951,highBurdan,0.5032489976496612,0.4967510023503387,OwnerOccupied,0.3188165353242085,0.06567122908889811,0.7857044103414904,0.04230609705516383,0.0,0.0,0.17295727913728742,0.37798976911378407,Hispanic or Latino,-0.8796429464731296,2.420110666735763,2
04013092305,85302,18,66849,04,013,092305,Moderate,0.5344262295081967,0.0,0.0,0.057704918032786885,Single-family homes,0.06430868167202572,0.08842443729903537,0.3295819935691318,0.30064308681672025,costBurdan,0.5548349056603774,0.44516509433962265,OwnerOccupied,0.5106630476929043,0.05098875533152385,0.33772780147343934,0.04497867390461419,0.08065141527723924,0.0019387359441644049,0.04846839860411012,0.2283830942225669,White Alone,-0.5461974022136269,-0.27058739917074015,3
04013092306,85302,48,80208,04,013,092306,Moderate,0.8362151777137368,0.008165225744476465,0.0,0.0,Single-family homes,0.2623456790123457,0.07098765432098765,0.1419753086419753,0.5246913580246914,highBurdan,0.857347927507626,0.14265207249237394,OwnerOccupied,0.6079130279807521,0.025842095883086794,0.34539297807877384,0.011584387809659598,0.027624309392265192,0.003742648369274639,0.09552664409196222,0.17447870254856532,White Alone,-0.16978207132274498,0.22161346654386402,1
04013092306,85304,1,80208,04,013,092306,Moderate,0.8362151777137368,0.008165225744476465,0.0,0.0,Single-family homes,0.2623456790123457,0.07098765432098765,0.1419753086419753,0.5246913580246914,highBurdan,0.857347927507626,0.14265207249237394,OwnerOccupied,0.6079130279807521,0.025842095883086794,0.34539297807877384,0.011584387809659598,0.027624309392265192,0.003742648369274639,0.09552664409196222,0.17447870254856532,White Alone,-0.16978207132274498,-0.5495012230756825,3
04013092307,85301,97,74053,04,013,092307,Moderate,0.5348737697903295,0.0,0.0,0.0,Single-family homes,0.1968721251149954,0.31186752529898804,0.20055197792088317,0.2907083716651334,moderateBurdan,0.5438625204582651,0.45613747954173484,OwnerOccupied,0.37405924739791835,0.11176941553242595,0.5236188951160928,0.027061649319455563,0.041152922337870296,0.0,0.2763811048839071,0.11401120896717373,Hispanic or Latino,-0.3432109478579181,1.025541547211051,6
04013092307,85302,76,74053,04,013,092307,Moderate,0.5348737697903295,0.0,0.0,0.0,Single-family homes,0.1968721251149954,0.31186752529898804,0.20055197792088317,0.2907083716651334,moderateBurdan,0.5438625204582651,0.45613747954173484,OwnerOccupied,0.37405924739791835,0.11176941553242595,0.5236188951160928,0.027061649319455563,0.041152922337870296,0.0,0.2763811048839071,0.11401120896717373,Hispanic or Latino,-0.3432109478579181,0.6810009412108279,1
04013092308,85302,81,63762,04,013,092308,Moderate,0.5337738619676946,0.0,0.0,0.0069750367107195305,Single-family homes,0.0671462829736211,0.18145483613109512,0.22941646682653877,0.2685851318944844,highBurdan,0.6315865246184854,0.36841347538151453,OwnerOccupied,0.5961318051575931,0.06088825214899714,0.42421203438395416,0.0054441260744985676,0.0664756446991404,0.0,0.08753581661891117,0.1472779369627507,White Alone,-0.633179521119245,0.7630344188299286,1
04013092309,85301,2,96825,04,013,092309,High,0.7796520822351081,0.008961518186610437,0.02319451765946231,0.0,Single-family homes,0.10364145658263306,0.4481792717086835,0.22128851540616246,0.19047619047619047,moderateBurdan,0.8658493870402802,0.13415061295971978,OwnerOccupied,0.5488032592089628,0.026650823289764047,0.3101341028687829,0.010694279409268375,0.06484467832286539,0.0,0.03819385503310134,0.20811407231369886,White Alone,0.2984336299583228,-0.5330945275518624,4
04013092309,85302,18,96825,04,013,092309,High,0.7796520822351081,0.008961518186610437,0.02319451765946231,0.0,Single-family homes,0.10364145658263306,0.4481792717086835,0.22128851540616246,0.19047619047619047,moderateBurdan,0.8658493870402802,0.13415061295971978,OwnerOccupied,0.5488032592089628,0.026650823289764047,0.3101341028687829,0.010694279409268375,0.06484467832286539,0.0,0.03819385503310134,0.20811407231369886,White Alone,0.2984336299583228,-0.27058739917074015,4
04013092311,85302,269,31223,04,013,092311,Low,0.15828524319868095,0.038746908491343775,0.0,0.0,Single-family homes,0.011293634496919919,0.175564681724846,0.3470225872689938,0.42813141683778233,highBurdan,0.3068862275449102,0.6931137724550899,RenterOccupied,0.42777155655095184,0.20754012691302726,0.3844718178424785,0.083986562150056,0.0048525569242254575,0.0,0.1769316909294513,0.0511384845091452,White Alone,-1.5500279717411782,3.847493177308115,2
04013092312,85032,1,52315,04,013,092312,Low,0.131788834029624,0.0,0.0,0.07671857197113559,Single-family homes,0.08061420345489444,0.1665067178502879,0.5076775431861804,0.24520153550863724,costBurdan,0.2533375715193897,0.7466624284806103,RenterOccupied,0.6098331078033379,0.21305066907231995,0.14975191700496165,0.00736731318598707,0.06660652533453616,0.0,0.04675988573146895,0.039843632536460685,White Alone,-0.9557206014926206,-0.5495012230756825,5
04013092312,85301,1,52315,04,013,092312,Low,0.131788834029624,0.0,0.0,0.07671857197113559,Single-family homes,0.08061420345489444,0.1665067178502879,0.5076775431861804,0.24520153550863724,costBurdan,0.2533375715193897,0.7466624284806103,RenterOccupied,0.6098331078033379,0.21305066907231995,0.14975191700496165,0.00736731318598707,0.06660652533453616,0.0,0.04675988573146895,0.039843632536460685,White Alone,-0.9557206014926206,-0.5495012230756825,5
04013092312,85302,167,52315,04,013,092312,Low,0.131788834029624,0.0,0.0,0.07671857197113559,Single-family homes,0.08061420345489444,0.1665067178502879,0.5076775431861804,0.24520153550863724,costBurdan,0.2533375715193897,0.7466624284806103,RenterOccupied,0.6098331078033379,0.21305066907231995,0.14975191700496165,0.00736731318598707,0.06660652533453616,0.0,0.04675988573146895,0.039843632536460685,White Alone,-0.9557206014926206,2.1740102338784606,2
04013092401,85301,167,47020,04,013,092401,Low,0.4243818286371478,0.0034502587694077054,0.0063254744105807935,0.0,Single-family homes,0.05589430894308943,0.16056910569105692,0.6473577235772358,0.1209349593495935,costBurdan,0.639546858908342,0.3604531410916581,OwnerOccupied,0.6510033020066041,0.036830073660147324,0.44348488696977395,0.017272034544069087,0.02489204978409957,0.0,0.09423418846837693,0.12471424942849886,White Alone,-1.1049173360586226,2.1740102338784606,2
04013092402,85301,19,44663,04,013,092402,Low,0.37174044875682233,0.0,0.027895694360218316,0.03335354760460885,Single-family homes,0.033155080213903745,0.12727272727272726,0.46844919786096256,0.3176470588235294,costBurdan,0.5668202764976958,0.43317972350230416,OwnerOccupied,0.5717546362339515,0.11611982881597717,0.35805991440798857,0.0017118402282453639,0.02310984308131241,0.0,0.05620542082738944,0.18430813124108417,White Alone,-1.1713303111997115,-0.25418070364692,5
04013092500,85031,1,47514,04,013,092500,Low,0.4043073910915321,0.0,0.0,0.09202153695545766,Single-family homes,0.01749271137026239,0.12342079689018465,0.42565597667638483,0.3459669582118562,costBurdan,0.5366753472222222,0.4633246527777778,OwnerOccupied,0.510094501718213,0.030713058419243985,0.5311426116838488,0.006013745704467354,0.04338487972508591,0.0,0.10073024054982818,0.28930412371134023,Hispanic or Latino,-1.0909979428809824,-0.5495012230756825,5
04013092500,85301,34,47514,04,013,092500,Low,0.4043073910915321,0.0,0.0,0.09202153695545766,Single-family homes,0.01749271137026239,0.12342079689018465,0.42565597667638483,0.3459669582118562,costBurdan,0.5366753472222222,0.4633246527777778,OwnerOccupied,0.510094501718213,0.030713058419243985,0.5311426116838488,0.006013745704467354,0.04338487972508591,0.0,0.10073024054982818,0.28930412371134023,Hispanic or Latino,-1.0909979428809824,-0.008080270789617918,5
04013092600,85301,64,44733,04,013,092600,Low,0.25121555915721233,0.03889789303079417,0.011345218800648298,0.3241491085899514,Single-family homes,0.08658008658008658,0.14285714285714285,0.3051948051948052,0.3874458874458874,highBurdan,0.6959876543209876,0.30401234567901236,OwnerOccupied,0.3483519806471122,0.049289386150589656,0.5672815240399154,0.01058361052313275,0.003326277592984578,0.0,0.04626549742969459,0.4309041427275476,Hispanic or Latino,-1.1693579275510582,0.48412059492498627,5
04013092600,85304,1,44733,04,013,092600,Low,0.25121555915721233,0.03889789303079417,0.011345218800648298,0.3241491085899514,Single-family homes,0.08658008658008658,0.14285714285714285,0.3051948051948052,0.3874458874458874,highBurdan,0.6959876543209876,0.30401234567901236,OwnerOccupied,0.3483519806471122,0.049289386150589656,0.5672815240399154,0.01058361052313275,0.003326277592984578,0.0,0.04626549742969459,0.4309041427275476,Hispanic or Latino,-1.1693579275510582,-0.5495012230756825,5
04013092705,85303,101,64316,04,013,092705,Moderate,0.3824324324324324,0.0,0.0,0.02837837837837838,Single-family homes,0.05963302752293578,0.1938073394495413,0.4908256880733945,0.16743119266055045,costBurdan,0.40085561497326205,0.599144385026738,RenterOccupied,0.3388129803586678,0.12169086251067464,0.5802732707087959,0.022630230572160546,0.049316823228010245,0.0,0.19406490179333902,0.23676345004269855,Hispanic or Latino,-0.617569513385616,1.0911683293063315,6
04013092705,85305,1,64316,04,013,092705,Moderate,0.3824324324324324,0.0,0.0,0.02837837837837838,Single-family homes,0.05963302752293578,0.1938073394495413,0.4908256880733945,0.16743119266055045,costBurdan,0.40085561497326205,0.599144385026738,RenterOccupied,0.3388129803586678,0.12169086251067464,0.5802732707087959,0.022630230572160546,0.049316823228010245,0.0,0.19406490179333902,0.23676345004269855,Hispanic or Latino,-0.617569513385616,-0.5495012230756825,5
04013092708,85345,32,71432,04,013,092708,Moderate,0.4779706275033378,0.0,0.021361815754339118,0.0,Single-family homes,0.0,0.296,0.36,0.25066666666666665,costBurdan,0.591271953166578,0.408728046833422,OwnerOccupied,0.5979978925184405,0.1280295047418335,0.2386722866174921,0.011591148577449948,0.059009483667017915,0.0,0.08956796628029505,0.040042149631190724,White Alone,-0.4170626270453574,-0.0408936618372582,3
04013092709,85045,1,84734,04,013,092709,High,0.7221534653465347,0.0,0.017945544554455444,0.007425742574257425,Single-family homes,0.34558823529411764,0.125,0.35294117647058826,0.13480392156862744,costBurdan,0.7574421168687983,0.24255788313120177,OwnerOccupied,0.6971090670170828,0.025843188786684186,0.26938239159001315,0.0008760402978537013,0.05519053876478318,0.0,0.14673674989049496,0.06855015330705212,White Alone,-0.04225337998266476,-0.5495012230756825,4
04013092709,85345,71,84734,04,013,092709,High,0.7221534653465347,0.0,0.017945544554455444,0.007425742574257425,Single-family homes,0.34558823529411764,0.125,0.35294117647058826,0.13480392156862744,costBurdan,0.7574421168687983,0.24255788313120177,OwnerOccupied,0.6971090670170828,0.025843188786684186,0.26938239159001315,0.0008760402978537013,0.05519053876478318,0.0,0.14673674989049496,0.06855015330705212,White Alone,-0.04225337998266476,0.5989674635917273,1
04013092710,85305,35,102434,04,013,092710,High,0.766743648960739,0.0,0.0,0.06062355658198614,Single-family homes,0.18394648829431437,0.2608695652173913,0.3612040133779264,0.15719063545150502,costBurdan,0.819815012451085,0.180184987548915,OwnerOccupied,0.5303299042213551,0.013834693153600568,0.5890386661936857,0.00478893224547712,0.028378857750975522,0.0,0.06261085491308975,0.3086200780418588,Hispanic or Latino,0.4564779140339989,0.00832642473420222,4
04013092711,85301,1,77757,04,013,092711,Moderate,0.5986099044309297,0.004344048653344918,0.0,0.0894874022589053,Single-family homes,0.0,0.4293785310734463,0.2401129943502825,0.2288135593220339,moderateBurdan,0.6961371055495104,0.30386289445048964,OwnerOccupied,0.5653225806451613,0.06182795698924731,0.4311827956989247,0.004838709677419355,0.08790322580645162,0.003763440860215054,0.11505376344086021,0.0868279569892473,White Alone,-0.23884367593488295,-0.5495012230756825,3
04013092711,85303,30,77757,04,013,092711,Moderate,0.5986099044309297,0.004344048653344918,0.0,0.0894874022589053,Single-family homes,0.0,0.4293785310734463,0.2401129943502825,0.2288135593220339,moderateBurdan,0.6961371055495104,0.30386289445048964,OwnerOccupied,0.5653225806451613,0.06182795698924731,0.4311827956989247,0.004838709677419355,0.08790322580645162,0.003763440860215054,0.11505376344086021,0.0868279569892473,White Alone,-0.23884367593488295,-0.07370705288489848,3
04013092712,85301,1,78856,04,013,092712,Moderate,0.6092964824120602,0.0,0.0,0.009422110552763818,Single-family homes,0.019769357495881382,0.13673805601317957,0.4958813838550247,0.32784184514003295,costBurdan,0.6318255908720456,0.36817440912795435,OwnerOccupied,0.4480032434623961,0.18994526657206567,0.4611798094465842,0.017028177579566185,0.040543279951348064,0.0,0.14372592742752888,0.12102169065477397,Hispanic or Latino,-0.20787725265102347,-0.5495012230756825,3
04013092712,85303,110,78856,04,013,092712,Moderate,0.6092964824120602,0.0,0.0,0.009422110552763818,Single-family homes,0.019769357495881382,0.13673805601317957,0.4958813838550247,0.32784184514003295,costBurdan,0.6318255908720456,0.36817440912795435,OwnerOccupied,0.4480032434623961,0.18994526657206567,0.4611798094465842,0.017028177579566185,0.040543279951348064,0.0,0.14372592742752888,0.12102169065477397,Hispanic or Latino,-0.20787725265102347,1.2388285890207127,6
04013092713,85303,15,83068,04,013,092713,Moderate,0.7056424201223658,0.0,0.0,0.0,Single-family homes,0.0,0.5704387990762124,0.3210161662817552,0.10854503464203233,moderateBurdan,0.6731372549019607,0.3268627450980392,OwnerOccupied,0.34550068319344135,0.07007612726917821,0.6400546554753075,0.00019519812609798947,0.055826664064024985,0.0,0.1368338863946906,0.34354870193246145,Hispanic or Latino,-0.0891961108206174,-0.3198074857422006,3
04013092715,85301,27,75000,04,013,092715,Moderate,0.6656891495601173,0.0,0.0,0.0,Single-family homes,0.17105263157894737,0.19956140350877194,0.5043859649122807,0.125,costBurdan,0.6993423756678997,0.3006576243321003,OwnerOccupied,0.3424825891028267,0.04506349856616141,0.7210159770585826,0.010856206472757066,0.013109381401065138,0.0,0.20913560016386726,0.3336747234739861,Hispanic or Latino,-0.3165274147825633,-0.1229271394563589,3
04013092715,85303,10,75000,04,013,092715,Moderate,0.6656891495601173,0.0,0.0,0.0,Single-family homes,0.17105263157894737,0.19956140350877194,0.5043859649122807,0.125,costBurdan,0.6993423756678997,0.3006576243321003,OwnerOccupied,0.3424825891028267,0.04506349856616141,0.7210159770585826,0.010856206472757066,0.013109381401065138,0.0,0.20913560016386726,0.3336747234739861,Hispanic or Latino,-0.3165274147825633,-0.40184096336130126,3
04013092716,85303,11,70804,04,013,092716,Moderate,0.7484333034914951,0.0,0.0,0.03222918531781558,Single-family homes,0.18775510204081633,0.036734693877551024,0.37551020408163266,0.3142857142857143,costBurdan,0.7922998986828774,0.2077001013171226,OwnerOccupied,0.6312863280262825,0.022744503411675512,0.7058377558756633,0.027546120798584785,0.03992923932271923,0.0,0.15314632297194844,0.10816274955774577,Hispanic or Latino,-0.4347577260647057,-0.38543426783748114,3
04013092717,85301,37,47260,04,013,092717,Low,0.3692590324556032,0.0,0.0,0.0,Single-family homes,0.015533980582524271,0.13203883495145632,0.4155339805825243,0.4262135922330097,highBurdan,0.3665620094191523,0.6334379905808477,RenterOccupied,0.2878194074306318,0.27198620473428436,0.4466217275435021,0.003762345195171657,0.049067251920363694,0.0,0.13105502429847937,0.16272142969117417,Hispanic or Latino,-1.0981548778346677,0.0411398157818425,5
04013092717,85303,89,47260,04,013,092717,Low,0.3692590324556032,0.0,0.0,0.0,Single-family homes,0.015533980582524271,0.13203883495145632,0.4155339805825243,0.4262135922330097,highBurdan,0.3665620094191523,0.6334379905808477,RenterOccupied,0.2878194074306318,0.27198620473428436,0.4466217275435021,0.003762345195171657,0.049067251920363694,0.0,0.13105502429847937,0.16272142969117417,Hispanic or Latino,-1.0981548778346677,0.8942879830204897,6
04013092718,85301,95,65208,04,013,092718,Moderate,0.33206397562833206,0.0,0.0,0.0,Single-family homes,0.036488027366020526,0.2748004561003421,0.3945267958950969,0.26225769669327254,costBurdan,0.30015449128227767,0.6998455087177223,RenterOccupied,0.2502744237102086,0.08276619099890231,0.6924259055982437,0.05422612513721185,0.04544456641053787,0.0,0.21580680570801317,0.3442371020856202,Hispanic or Latino,-0.5924357103199176,0.9927281561634106,6
04013092718,85302,3,65208,04,013,092718,Moderate,0.33206397562833206,0.0,0.0,0.0,Single-family homes,0.036488027366020526,0.2748004561003421,0.3945267958950969,0.26225769669327254,costBurdan,0.30015449128227767,0.6998455087177223,RenterOccupied,0.2502744237102086,0.08276619099890231,0.6924259055982437,0.05422612513721185,0.04544456641053787,0.0,0.21580680570801317,0.3442371020856202,Hispanic or Latino,-0.5924357103199176,-0.5166878320280422,5
04013092718,85303,47,65208,04,013,092718,Moderate,0.33206397562833206,0.0,0.0,0.0,Single-family homes,0.036488027366020526,0.2748004561003421,0.3945267958950969,0.26225769669327254,costBurdan,0.30015449128227767,0.6998455087177223,RenterOccupied,0.2502744237102086,0.08276619099890231,0.6924259055982437,0.05422612513721185,0.04544456641053787,0.0,0.21580680570801317,0.3442371020856202,Hispanic or Latino,-0.5924357103199176,0.2052067710200439,5
04013092719,85034,1,75721,04,013,092719,Moderate,0.348849104859335,0.0,0.0,0.0,Single-family homes,0.014139827179890024,0.197172034564022,0.5875883739198743,0.20109976433621368,costBurdan,0.391304347826087,0.6086956521739131,RenterOccupied,0.5318122797254684,0.11611945835652013,0.44815433129289556,0.04025227230569468,0.03431645334817288,0.0,0.10165089964756074,0.15562975329252457,White Alone,-0.2962118632014325,-0.5495012230756825,3
04013092719,85037,61,75721,04,013,092719,Moderate,0.348849104859335,0.0,0.0,0.0,Single-family homes,0.014139827179890024,0.197172034564022,0.5875883739198743,0.20109976433621368,costBurdan,0.391304347826087,0.6086956521739131,RenterOccupied,0.5318122797254684,0.11611945835652013,0.44815433129289556,0.04025227230569468,0.03431645334817288,0.0,0.10165089964756074,0.15562975329252457,White Alone,-0.2962118632014325,0.43490050835352584,1
04013092719,85305,153,75721,04,013,092719,Moderate,0.348849104859335,0.0,0.0,0.0,Single-family homes,0.014139827179890024,0.197172034564022,0.5875883739198743,0.20109976433621368,costBurdan,0.391304347826087,0.6086956521739131,RenterOccupied,0.5318122797254684,0.11611945835652013,0.44815433129289556,0.04025227230569468,0.03431645334817288,0.0,0.10165089964756074,0.15562975329252457,White Alone,-0.2962118632014325,1.9443164965449788,6
04013092719,85307,5,75721,04,013,092719,Moderate,0.348849104859335,0.0,0.0,0.0,Single-family homes,0.014139827179890024,0.197172034564022,0.5875883739198743,0.20109976433621368,costBurdan,0.391304347826087,0.6086956521739131,RenterOccupied,0.5318122797254684,0.11611945835652013,0.44815433129289556,0.04025227230569468,0.03431645334817288,0.0,0.10165089964756074,0.15562975329252457,White Alone,-0.2962118632014325,-0.48387444098040194,3
04013092720,85035,1,82159,04,013,092720,Moderate,0.460455764075067,0.005026809651474531,0.017761394101876677,0.0,Single-family homes,0.05901426718547341,0.2172503242542153,0.4396887159533074,0.2697795071335927,costBurdan,0.5280447743034432,0.47195522569655673,OwnerOccupied,0.49866537248240717,0.1492356224217423,0.42865809269594757,0.033244358165493815,0.04161611259403058,0.0,0.14147051686483864,0.11550594515894201,White Alone,-0.11480892134384606,-0.5495012230756825,3
04013092720,85037,1,82159,04,013,092720,Moderate,0.460455764075067,0.005026809651474531,0.017761394101876677,0.0,Single-family homes,0.05901426718547341,0.2172503242542153,0.4396887159533074,0.2697795071335927,costBurdan,0.5280447743034432,0.47195522569655673,OwnerOccupied,0.49866537248240717,0.1492356224217423,0.42865809269594757,0.033244358165493815,0.04161611259403058,0.0,0.14147051686483864,0.11550594515894201,White Alone,-0.11480892134384606,-0.5495012230756825,3
04013092720,85305,206,82159,04,013,092720,Moderate,0.460455764075067,0.005026809651474531,0.017761394101876677,0.0,Single-family homes,0.05901426718547341,0.2172503242542153,0.4396887159533074,0.2697795071335927,costBurdan,0.5280447743034432,0.47195522569655673,OwnerOccupied,0.49866537248240717,0.1492356224217423,0.42865809269594757,0.033244358165493815,0.04161611259403058,0.0,0.14147051686483864,0.11550594515894201,White Alone,-0.11480892134384606,2.8138713593074463,2
04013092720,85307,6,82159,04,013,092720,Moderate,0.460455764075067,0.005026809651474531,0.017761394101876677,0.0,Single-family homes,0.05901426718547341,0.2172503242542153,0.4396887159533074,0.2697795071335927,costBurdan,0.5280447743034432,0.47195522569655673,OwnerOccupied,0.49866537248240717,0.1492356224217423,0.42865809269594757,0.033244358165493815,0.04161611259403058,0.0,0.14147051686483864,0.11550594515894201,White Alone,-0.11480892134384606,-0.4674677454565818,3
04013092721,85305,29,142083,04,013,092721,Very High,0.8465473145780051,0.0,0.0,0.0,Single-family homes,0.1111111111111111,0.09444444444444444,0.23333333333333334,0.5611111111111111,highBurdan,0.868860633258539,0.13113936674146098,OwnerOccupied,0.4527127924340468,0.12220009955201593,0.3237929318068691,0.0014932802389248383,0.13016426082628174,0.0,0.0823792931806869,0.17371826779492286,White Alone,1.5736641895405918,-0.09011374840871862,0
04013092723,85345,125,78864,04,013,092723,Moderate,0.46049528301886794,0.007075471698113208,0.033608490566037735,0.0076650943396226415,Single-family homes,0.0936374549819928,0.30012004801920766,0.43217286914765907,0.17406962785114047,costBurdan,0.5061413673232908,0.49385863267670915,OwnerOccupied,0.6238215681765923,0.0542653483559439,0.3076569326281904,0.008737640836974018,0.06691193377787998,0.0013796275005748448,0.061393423775580595,0.11519889629799954,White Alone,-0.20765183737689163,1.484929021878015,6
04013092724,85345,23,53892,04,013,092724,Low,0.5022988505747127,0.015517241379310345,0.03333333333333333,0.24310344827586206,Single-family homes,0.10893854748603352,0.08100558659217877,0.3715083798882682,0.24860335195530725,costBurdan,0.7004851297194684,0.29951487028053153,OwnerOccupied,0.6579971329100962,0.024370264181855415,0.32869137825107514,0.006143764079459349,0.030104443989350808,0.0,0.19086627073520376,0.01802170796641409,White Alone,-0.9112856155793846,-0.18855392155163944,3
